ID,Lokasi,Nama_Buah,Stok_kg,Tanggal_Update,Kualitas,Harga_per_kg,Latitude,Longitude
69,Jakarta,Rambutan,667,2025-04-02,Bagus,12,-6.2088,106.8456
70,Jakarta,Jeruk,751,2025-04-25,Buruk,20,-6.2088,106.8456
71,Jakarta,Pisang,982,2025-04-28,Bagus,12,-6.2088,106.8456
72,Jakarta,Pepaya,578,2025-04-22,Buruk,7,-6.2088,106.8456
73,Jakarta,Jeruk,580,2025-04-10,Buruk,20,-6.2088,106.8456
74,Jakarta,Jeruk,722,2025-05-03,Bagus,19,-6.2088,106.8456
75,Jakarta,Apel,775,2025-04-11,Buruk,24,-6.2088,106.8456
76,Jakarta,Rambutan,638,2025-04-26,Sedang,18,-6.2088,106.8456
77,Jakarta,Pisang,954,2025-04-06,Sedang,14,-6.2088,106.8456
78,Jakarta,Rambutan,421,2025-04-26,Buruk,13,-6.2088,106.8456
79,Jakarta,Jeruk,916,2025-04-08,Buruk,21,-6.2088,106.8456
80,Jakarta,Durian,626,2025-04-16,Sedang,41,-6.2088,106.8456
81,Jakarta,Mangga,601,2025-04-25,Buruk,15,-6.2088,106.8456
82,Jakarta,Mangga,215,2025-04-13,Bagus,20,-6.2088,106.8456
83,Jakarta,Rambutan,790,2025-04-01,Sedang,16,-6.2088,106.8456
84,Jakarta,Mangga,312,2025-04-08,Sedang,17,-6.2088,106.8456
85,Jakarta,Pisang,669,2025-04-01,Buruk,12,-6.2088,106.8456
86,Jakarta,Pepaya,224,2025-04-09,Buruk,9,-6.2088,106.8456
87,Jakarta,Durian,930,2025-04-28,Sedang,44,-6.2088,106.8456
88,Jakarta,Mangga,695,2025-04-14,Buruk,16,-6.2088,106.8456
89,Jakarta,Jeruk,949,2025-05-03,Buruk,20,-6.2088,106.8456
90,Jakarta,Pepaya,629,2025-05-01,Bagus,7,-6.2088,106.8456
91,Jakarta,Rambutan,333,2025-04-12,Bagus,15,-6.2088,106.8456
92,Jakarta,Jeruk,444,2025-04-13,Bagus,21,-6.2088,106.8456
93,Jakarta,Apel,328,2025-04-06,Bagus,21,-6.2088,106.8456
94,Jakarta,Apel,829,2025-04-14,Bagus,21,-6.2088,106.8456
95,Jakarta,Durian,706,2025-04-22,Buruk,38,-6.2088,106.8456
96,Jakarta,Jeruk,589,2025-04-03,Sedang,21,-6.2088,106.8456
97,Jakarta,Mangga,409,2025-04-07,Buruk,17,-6.2088,106.8456
98,Jakarta,Mangga,316,2025-04-06,Bagus,19,-6.2088,106.8456
99,Jakarta,Pepaya,208,2025-05-05,Bagus,8,-6.2088,106.8456
100,Jakarta,Pisang,887,2025-04-29,Buruk,15,-6.2088,106.8456
101,Jakarta,Pepaya,687,2025-04-08,Buruk,7,-6.2088,106.8456
102,Jakarta,Mangga,581,2025-04-03,Buruk,20,-6.2088,106.8456
103,Jakarta,Jeruk,376,2025-05-01,Buruk,20,-6.2088,106.8456
104,Jakarta,Pisang,793,2025-04-01,Buruk,10,-6.2088,106.8456
105,Jakarta,Jeruk,774,2025-04-14,Buruk,19,-6.2088,106.8456
106,Jakarta,Pepaya,790,2025-04-10,Sedang,10,-6.2088,106.8456
107,Jakarta,Apel,957,2025-04-04,Sedang,29,-6.2088,106.8456
108,Jakarta,Durian,944,2025-04-30,Buruk,42,-6.2088,106.8456
109,Jakarta,Pisang,218,2025-05-03,Buruk,12,-6.2088,106.8456
110,Jakarta,Durian,916,2025-04-16,Bagus,39,-6.2088,106.8456
111,Jakarta,Pisang,356,2025-04-20,Bagus,13,-6.2088,106.8456
112,Jakarta,Apel,969,2025-04-05,Sedang,23,-6.2088,106.8456
113,Jakarta,Apel,964,2025-04-08,Sedang,24,-6.2088,106.8456
114,Jakarta,Rambutan,337,2025-04-21,Sedang,14,-6.2088,106.8456
115,Jakarta,Mangga,935,2025-04-12,Bagus,17,-6.2088,106.8456
116,Jakarta,Pepaya,344,2025-04-20,Sedang,9,-6.2088,106.8456
117,Jakarta,Pepaya,681,2025-04-25,Buruk,8,-6.2088,106.8456
118,Jakarta,Jeruk,488,2025-04-25,Buruk,21,-6.2088,106.8456
119,Jakarta,Apel,516,2025-04-15,Buruk,23,-6.2088,106.8456
120,Jakarta,Apel,997,2025-04-24,Bagus,22,-6.2088,106.8456
121,Jakarta,Rambutan,603,2025-05-01,Buruk,13,-6.2088,106.8456
122,Jakarta,Jeruk,818,2025-04-29,Buruk,18,-6.2088,106.8456
123,Jakarta,Pisang,674,2025-04-22,Buruk,10,-6.2088,106.8456
124,Jakarta,Rambutan,865,2025-05-04,Buruk,14,-6.2088,106.8456
125,Jakarta,Pisang,678,2025-04-26,Bagus,11,-6.2088,106.8456
126,Jakarta,Pepaya,541,2025-04-18,Sedang,8,-6.2088,106.8456
127,Jakarta,Rambutan,650,2025-05-03,Bagus,12,-6.2088,106.8456
128,Jakarta,Rambutan,719,2025-04-16,Bagus,17,-6.2088,106.8456
129,Jakarta,Pisang,232,2025-04-22,Buruk,11,-6.2088,106.8456
130,Jakarta,Mangga,439,2025-04-08,Bagus,16,-6.2088,106.8456
131,Jakarta,Pisang,419,2025-04-14,Sedang,15,-6.2088,106.8456
132,Jakarta,Rambutan,344,2025-04-16,Sedang,12,-6.2088,106.8456
133,Jakarta,Mangga,830,2025-05-04,Buruk,19,-6.2088,106.8456
134,Jakarta,Pepaya,886,2025-05-01,Bagus,9,-6.2088,106.8456
135,Jakarta,Jeruk,515,2025-04-13,Bagus,21,-6.2088,106.8456
136,Jakarta,Jeruk,253,2025-04-05,Buruk,22,-6.2088,106.8456
137,Jakarta,Apel,923,2025-04-21,Sedang,24,-6.2088,106.8456
138,Jakarta,Durian,277,2025-04-07,Sedang,41,-6.2088,106.8456
139,Jakarta,Mangga,576,2025-05-02,Sedang,20,-6.2088,106.8456
140,Jakarta,Mangga,368,2025-04-06,Bagus,16,-6.2088,106.8456
141,Jakarta,Apel,690,2025-05-04,Buruk,23,-6.2088,106.8456
142,Jakarta,Pepaya,231,2025-04-29,Bagus,8,-6.2088,106.8456
143,Jakarta,Mangga,522,2025-04-21,Bagus,15,-6.2088,106.8456
144,Jakarta,Jeruk,260,2025-04-23,Bagus,19,-6.2088,106.8456
145,Jakarta,Apel,214,2025-04-25,Bagus,20,-6.2088,106.8456
146,Jakarta,Durian,467,2025-04-29,Buruk,42,-6.2088,106.8456
147,Jakarta,Pisang,628,2025-04-13,Bagus,15,-6.2088,106.8456
148,Jakarta,Pepaya,613,2025-04-11,Bagus,9,-6.2088,106.8456
149,Jakarta,Rambutan,205,2025-04-10,Bagus,18,-6.2088,106.8456
150,Jakarta,Jeruk,774,2025-04-01,Buruk,20,-6.2088,106.8456
151,Jakarta,Pisang,753,2025-04-15,Sedang,14,-6.2088,106.8456
152,Jakarta,Rambutan,713,2025-04-20,Buruk,12,-6.2088,106.8456
153,Jakarta,Mangga,638,2025-04-06,Buruk,16,-6.2088,106.8456
154,Jakarta,Durian,458,2025-04-10,Buruk,37,-6.2088,106.8456
155,Jakarta,Jeruk,436,2025-04-27,Bagus,21,-6.2088,106.8456
156,Jakarta,Mangga,511,2025-04-08,Sedang,17,-6.2088,106.8456
157,Jakarta,Mangga,284,2025-04-02,Sedang,16,-6.2088,106.8456
158,Jakarta,Mangga,483,2025-04-11,Sedang,19,-6.2088,106.8456
159,Jakarta,Durian,535,2025-05-04,Bagus,37,-6.2088,106.8456
160,Jakarta,Pisang,724,2025-05-01,Sedang,11,-6.2088,106.8456
161,Jakarta,Rambutan,479,2025-05-01,Buruk,18,-6.2088,106.8456
162,Jakarta,Apel,576,2025-04-21,Bagus,26,-6.2088,106.8456
163,Jakarta,Jeruk,802,2025-04-12,Sedang,22,-6.2088,106.8456
164,Jakarta,Apel,320,2025-04-12,Buruk,20,-6.2088,106.8456
165,Jakarta,Pepaya,247,2025-04-30,Sedang,10,-6.2088,106.8456
166,Jakarta,Mangga,262,2025-04-06,Bagus,17,-6.2088,106.8456
167,Jakarta,Apel,612,2025-04-29,Buruk,28,-6.2088,106.8456
168,Jakarta,Pepaya,465,2025-04-18,Bagus,8,-6.2088,106.8456
169,Jakarta,Mangga,614,2025-04-22,Bagus,16,-6.2088,106.8456
170,Jakarta,Durian,310,2025-04-22,Bagus,39,-6.2088,106.8456
171,Jakarta,Rambutan,412,2025-04-04,Buruk,15,-6.2088,106.8456
172,Jakarta,Durian,773,2025-04-10,Buruk,40,-6.2088,106.8456
173,Jakarta,Apel,812,2025-05-05,Sedang,30,-6.2088,106.8456
174,Jakarta,Durian,620,2025-05-05,Bagus,43,-6.2088,106.8456
175,Jakarta,Pisang,386,2025-04-02,Bagus,10,-6.2088,106.8456
176,Jakarta,Pepaya,485,2025-04-21,Sedang,10,-6.2088,106.8456
177,Jakarta,Jeruk,293,2025-04-12,Buruk,20,-6.2088,106.8456
178,Jakarta,Rambutan,669,2025-04-14,Buruk,16,-6.2088,106.8456
179,Jakarta,Rambutan,813,2025-04-30,Bagus,17,-6.2088,106.8456
180,Jakarta,Rambutan,426,2025-04-21,Bagus,14,-6.2088,106.8456
181,Jakarta,Rambutan,733,2025-04-11,Buruk,12,-6.2088,106.8456
182,Jakarta,Jeruk,552,2025-04-08,Buruk,19,-6.2088,106.8456
183,Jakarta,Rambutan,342,2025-04-01,Bagus,12,-6.2088,106.8456
184,Jakarta,Pepaya,254,2025-04-11,Bagus,8,-6.2088,106.8456
185,Jakarta,Rambutan,278,2025-04-18,Sedang,12,-6.2088,106.8456
186,Jakarta,Rambutan,767,2025-04-28,Bagus,12,-6.2088,106.8456
187,Jakarta,Rambutan,874,2025-04-24,Buruk,12,-6.2088,106.8456
188,Jakarta,Durian,654,2025-04-13,Buruk,38,-6.2088,106.8456
189,Jakarta,Apel,242,2025-04-29,Bagus,28,-6.2088,106.8456
190,Jakarta,Durian,754,2025-04-19,Bagus,45,-6.2088,106.8456
191,Jakarta,Jeruk,231,2025-04-30,Buruk,21,-6.2088,106.8456
192,Jakarta,Mangga,352,2025-04-23,Buruk,20,-6.2088,106.8456
193,Jakarta,Pepaya,405,2025-04-19,Buruk,10,-6.2088,106.8456
194,Jakarta,Pisang,272,2025-04-21,Buruk,15,-6.2088,106.8456
195,Jakarta,Jeruk,293,2025-05-02,Sedang,20,-6.2088,106.8456
196,Jakarta,Apel,799,2025-04-11,Buruk,20,-6.2088,106.8456
197,Jakarta,Durian,218,2025-04-22,Buruk,39,-6.2088,106.8456
198,Jakarta,Pepaya,438,2025-04-23,Buruk,10,-6.2088,106.8456
199,Jakarta,Mangga,775,2025-04-27,Bagus,18,-6.2088,106.8456
200,Jakarta,Jeruk,590,2025-04-14,Bagus,22,-6.2088,106.8456
201,Jakarta,Pepaya,639,2025-04-05,Buruk,9,-6.2088,106.8456
202,Jakarta,Jeruk,897,2025-04-05,Bagus,19,-6.2088,106.8456
203,Jakarta,Durian,468,2025-04-11,Buruk,36,-6.2088,106.8456
204,Jakarta,Rambutan,652,2025-04-02,Buruk,15,-6.2088,106.8456
205,Jakarta,Pepaya,840,2025-04-13,Sedang,9,-6.2088,106.8456
206,Jakarta,Pepaya,552,2025-04-20,Buruk,10,-6.2088,106.8456
207,Jakarta,Jeruk,347,2025-04-10,Buruk,22,-6.2088,106.8456
208,Jakarta,Rambutan,569,2025-04-11,Bagus,14,-6.2088,106.8456
209,Jakarta,Pepaya,304,2025-04-05,Bagus,8,-6.2088,106.8456
210,Jakarta,Apel,614,2025-04-07,Sedang,27,-6.2088,106.8456
211,Jakarta,Mangga,928,2025-04-20,Buruk,20,-6.2088,106.8456
212,Jakarta,Durian,820,2025-04-21,Buruk,38,-6.2088,106.8456
213,Jakarta,Pepaya,467,2025-05-05,Buruk,8,-6.2088,106.8456
214,Jakarta,Apel,540,2025-04-07,Sedang,26,-6.2088,106.8456
215,Jakarta,Rambutan,586,2025-04-26,Bagus,18,-6.2088,106.8456
216,Jakarta,Apel,474,2025-04-16,Bagus,28,-6.2088,106.8456
217,Jakarta,Jeruk,424,2025-05-05,Sedang,18,-6.2088,106.8456
218,Jakarta,Pepaya,428,2025-04-29,Sedang,10,-6.2088,106.8456
219,Jakarta,Rambutan,989,2025-04-23,Buruk,14,-6.2088,106.8456
220,Jakarta,Apel,252,2025-04-17,Sedang,29,-6.2088,106.8456
221,Jakarta,Jeruk,508,2025-04-29,Buruk,22,-6.2088,106.8456
222,Jakarta,Mangga,409,2025-04-11,Buruk,16,-6.2088,106.8456
223,Jakarta,Mangga,477,2025-05-04,Buruk,16,-6.2088,106.8456
224,Jakarta,Apel,375,2025-04-28,Buruk,29,-6.2088,106.8456
225,Jakarta,Apel,524,2025-04-18,Buruk,29,-6.2088,106.8456
226,Jakarta,Apel,481,2025-04-19,Sedang,30,-6.2088,106.8456
227,Jakarta,Durian,946,2025-04-19,Buruk,39,-6.2088,106.8456
228,Jakarta,Pisang,841,2025-05-02,Buruk,10,-6.2088,106.8456
229,Jakarta,Jeruk,714,2025-04-17,Sedang,22,-6.2088,106.8456
230,Jakarta,Rambutan,377,2025-04-06,Sedang,14,-6.2088,106.8456
231,Jakarta,Pepaya,898,2025-05-01,Bagus,9,-6.2088,106.8456
232,Jakarta,Pepaya,745,2025-04-26,Bagus,7,-6.2088,106.8456
233,Jakarta,Durian,398,2025-04-13,Bagus,35,-6.2088,106.8456
234,Jakarta,Pepaya,877,2025-04-30,Buruk,10,-6.2088,106.8456
235,Jakarta,Mangga,355,2025-04-15,Bagus,20,-6.2088,106.8456
236,Jakarta,Durian,538,2025-04-05,Bagus,43,-6.2088,106.8456
237,Jakarta,Jeruk,453,2025-05-04,Buruk,22,-6.2088,106.8456
238,Jakarta,Mangga,410,2025-04-26,Buruk,17,-6.2088,106.8456
239,Jakarta,Jeruk,962,2025-05-02,Bagus,18,-6.2088,106.8456
240,Jakarta,Pepaya,769,2025-04-10,Sedang,10,-6.2088,106.8456
241,Jakarta,Pepaya,405,2025-04-30,Bagus,9,-6.2088,106.8456
242,Jakarta,Rambutan,227,2025-04-09,Sedang,12,-6.2088,106.8456
243,Jakarta,Durian,573,2025-04-30,Buruk,39,-6.2088,106.8456
244,Jakarta,Apel,695,2025-05-02,Sedang,27,-6.2088,106.8456
245,Jakarta,Pepaya,978,2025-05-03,Buruk,9,-6.2088,106.8456
246,Jakarta,Mangga,957,2025-04-11,Sedang,17,-6.2088,106.8456
247,Jakarta,Durian,443,2025-04-17,Bagus,42,-6.2088,106.8456
248,Jakarta,Pepaya,289,2025-04-26,Bagus,10,-6.2088,106.8456
249,Jakarta,Pisang,932,2025-04-15,Sedang,12,-6.2088,106.8456
250,Jakarta,Pepaya,726,2025-04-27,Bagus,10,-6.2088,106.8456
251,Jakarta,Apel,411,2025-04-23,Bagus,23,-6.2088,106.8456
252,Jakarta,Pisang,961,2025-04-01,Bagus,12,-6.2088,106.8456
253,Jakarta,Durian,656,2025-05-04,Buruk,39,-6.2088,106.8456
254,Jakarta,Jeruk,709,2025-05-05,Bagus,20,-6.2088,106.8456
255,Jakarta,Rambutan,708,2025-04-21,Bagus,14,-6.2088,106.8456
256,Jakarta,Pepaya,616,2025-04-25,Buruk,7,-6.2088,106.8456
257,Jakarta,Mangga,324,2025-04-13,Bagus,20,-6.2088,106.8456
258,Jakarta,Rambutan,809,2025-05-05,Buruk,14,-6.2088,106.8456
259,Jakarta,Rambutan,997,2025-04-27,Bagus,13,-6.2088,106.8456
260,Jakarta,Pepaya,623,2025-04-17,Buruk,9,-6.2088,106.8456
261,Jakarta,Durian,786,2025-04-05,Sedang,35,-6.2088,106.8456
262,Jakarta,Pepaya,967,2025-04-25,Buruk,8,-6.2088,106.8456
263,Jakarta,Durian,302,2025-05-03,Bagus,40,-6.2088,106.8456
264,Jakarta,Pepaya,711,2025-04-25,Bagus,9,-6.2088,106.8456
265,Jakarta,Mangga,438,2025-04-03,Bagus,18,-6.2088,106.8456
266,Jakarta,Durian,337,2025-04-09,Bagus,43,-6.2088,106.8456
267,Jakarta,Mangga,448,2025-04-22,Bagus,16,-6.2088,106.8456
268,Jakarta,Jeruk,878,2025-04-03,Sedang,21,-6.2088,106.8456
269,Jakarta,Apel,429,2025-04-30,Bagus,29,-6.2088,106.8456
270,Jakarta,Mangga,776,2025-04-30,Buruk,18,-6.2088,106.8456
271,Jakarta,Mangga,620,2025-04-03,Bagus,20,-6.2088,106.8456
272,Jakarta,Durian,621,2025-04-18,Sedang,39,-6.2088,106.8456
273,Jakarta,Jeruk,468,2025-04-03,Bagus,20,-6.2088,106.8456
274,Jakarta,Rambutan,580,2025-04-08,Bagus,13,-6.2088,106.8456
275,Jakarta,Apel,749,2025-05-05,Buruk,29,-6.2088,106.8456
276,Jakarta,Pepaya,889,2025-04-06,Sedang,9,-6.2088,106.8456
277,Jakarta,Durian,559,2025-05-05,Sedang,44,-6.2088,106.8456
278,Jakarta,Rambutan,897,2025-05-04,Bagus,14,-6.2088,106.8456
279,Jakarta,Apel,615,2025-04-08,Bagus,20,-6.2088,106.8456
280,Jakarta,Durian,853,2025-04-21,Bagus,45,-6.2088,106.8456
281,Jakarta,Rambutan,822,2025-04-26,Sedang,12,-6.2088,106.8456
282,Jakarta,Durian,501,2025-05-03,Bagus,40,-6.2088,106.8456
283,Jakarta,Durian,617,2025-04-05,Sedang,35,-6.2088,106.8456
284,Jakarta,Rambutan,885,2025-04-27,Buruk,14,-6.2088,106.8456
285,Jakarta,Durian,576,2025-04-20,Bagus,45,-6.2088,106.8456
286,Jakarta,Pepaya,434,2025-04-13,Buruk,7,-6.2088,106.8456
287,Jakarta,Jeruk,281,2025-04-16,Buruk,20,-6.2088,106.8456
288,Jakarta,Durian,294,2025-04-08,Buruk,37,-6.2088,106.8456
289,Jakarta,Jeruk,675,2025-05-02,Buruk,20,-6.2088,106.8456
290,Jakarta,Mangga,802,2025-04-28,Bagus,16,-6.2088,106.8456
291,Jakarta,Pepaya,617,2025-04-30,Buruk,7,-6.2088,106.8456
292,Jakarta,Apel,756,2025-04-04,Bagus,24,-6.2088,106.8456
293,Jakarta,Mangga,221,2025-04-05,Sedang,20,-6.2088,106.8456
294,Jakarta,Pepaya,678,2025-04-26,Bagus,9,-6.2088,106.8456
295,Jakarta,Jeruk,397,2025-05-04,Sedang,22,-6.2088,106.8456
296,Jakarta,Pepaya,433,2025-04-20,Sedang,7,-6.2088,106.8456
297,Jakarta,Durian,375,2025-04-29,Bagus,41,-6.2088,106.8456
298,Jakarta,Rambutan,656,2025-04-20,Buruk,12,-6.2088,106.8456
299,Jakarta,Durian,417,2025-04-06,Bagus,37,-6.2088,106.8456
300,Jakarta,Jeruk,700,2025-04-18,Sedang,21,-6.2088,106.8456
301,Jakarta,Apel,778,2025-04-15,Bagus,28,-6.2088,106.8456
302,Jakarta,Pepaya,243,2025-05-04,Bagus,8,-6.2088,106.8456
303,Jakarta,Mangga,817,2025-04-20,Sedang,20,-6.2088,106.8456
304,Jakarta,Mangga,340,2025-04-05,Bagus,17,-6.2088,106.8456
305,Jakarta,Rambutan,360,2025-04-04,Sedang,17,-6.2088,106.8456
306,Jakarta,Pepaya,817,2025-04-05,Buruk,8,-6.2088,106.8456
307,Jakarta,Durian,910,2025-04-12,Sedang,36,-6.2088,106.8456
308,Jakarta,Jeruk,296,2025-04-11,Sedang,20,-6.2088,106.8456
309,Jakarta,Durian,983,2025-05-05,Sedang,44,-6.2088,106.8456
310,Jakarta,Apel,305,2025-05-02,Bagus,30,-6.2088,106.8456
311,Jakarta,Jeruk,778,2025-04-01,Sedang,19,-6.2088,106.8456
312,Jakarta,Pisang,784,2025-04-11,Bagus,10,-6.2088,106.8456
313,Jakarta,Pisang,607,2025-04-24,Sedang,14,-6.2088,106.8456
314,Jakarta,Pisang,784,2025-04-18,Bagus,14,-6.2088,106.8456
315,Jakarta,Pepaya,507,2025-04-15,Bagus,7,-6.2088,106.8456
316,Jakarta,Durian,953,2025-04-04,Sedang,39,-6.2088,106.8456
317,Jakarta,Apel,648,2025-04-17,Bagus,23,-6.2088,106.8456
318,Jakarta,Rambutan,331,2025-04-01,Buruk,18,-6.2088,106.8456
319,Jakarta,Pisang,601,2025-04-15,Buruk,10,-6.2088,106.8456
320,Jakarta,Jeruk,318,2025-04-25,Bagus,19,-6.2088,106.8456
321,Jakarta,Jeruk,505,2025-04-18,Buruk,18,-6.2088,106.8456
322,Jakarta,Apel,368,2025-04-24,Bagus,25,-6.2088,106.8456
323,Jakarta,Apel,475,2025-05-03,Sedang,25,-6.2088,106.8456
324,Jakarta,Jeruk,598,2025-04-14,Sedang,20,-6.2088,106.8456
325,Jakarta,Pepaya,838,2025-04-11,Bagus,8,-6.2088,106.8456
326,Jakarta,Pisang,280,2025-04-11,Bagus,15,-6.2088,106.8456
327,Jakarta,Pepaya,641,2025-04-27,Buruk,7,-6.2088,106.8456
328,Jakarta,Durian,679,2025-05-04,Buruk,42,-6.2088,106.8456
329,Jakarta,Pisang,946,2025-04-27,Buruk,14,-6.2088,106.8456
330,Jakarta,Pisang,318,2025-04-28,Sedang,13,-6.2088,106.8456
331,Jakarta,Pepaya,893,2025-05-01,Buruk,9,-6.2088,106.8456
332,Jakarta,Rambutan,531,2025-04-11,Sedang,15,-6.2088,106.8456
333,Jakarta,Apel,316,2025-05-01,Buruk,26,-6.2088,106.8456
334,Jakarta,Rambutan,998,2025-05-04,Buruk,12,-6.2088,106.8456
335,Jakarta,Rambutan,276,2025-04-07,Bagus,14,-6.2088,106.8456
336,Jakarta,Pisang,582,2025-05-01,Bagus,11,-6.2088,106.8456
337,Jakarta,Pisang,233,2025-05-04,Buruk,13,-6.2088,106.8456
338,Jakarta,Mangga,501,2025-04-26,Buruk,16,-6.2088,106.8456
339,Jakarta,Pepaya,312,2025-04-05,Sedang,10,-6.2088,106.8456
340,Jakarta,Durian,416,2025-04-06,Buruk,44,-6.2088,106.8456
341,Jakarta,Pisang,620,2025-04-22,Sedang,14,-6.2088,106.8456
342,Jakarta,Mangga,764,2025-04-16,Buruk,18,-6.2088,106.8456
343,Jakarta,Apel,811,2025-05-01,Bagus,25,-6.2088,106.8456
344,Jakarta,Rambutan,245,2025-04-22,Buruk,12,-6.2088,106.8456
345,Jakarta,Durian,234,2025-04-14,Buruk,35,-6.2088,106.8456
