ID,Lokasi,Nama_Buah,Stok_kg,Tanggal_Update,Kualitas,Harga_per_kg,Latitude,Longitude
2880,Makassar,Pepaya,433,2025-04-29,Sedang,7,-5.1477,119.4327
2881,Makassar,Durian,395,2025-04-24,Buruk,38,-5.1477,119.4327
2882,Makassar,Pepaya,374,2025-04-11,Sedang,7,-5.1477,119.4327
2883,Makassar,Durian,348,2025-04-05,Bagus,44,-5.1477,119.4327
2884,Makassar,Apel,468,2025-04-20,Buruk,25,-5.1477,119.4327
2885,Makassar,Durian,421,2025-04-04,Buruk,42,-5.1477,119.4327
2886,Makassar,Pepaya,361,2025-04-18,Buruk,7,-5.1477,119.4327
2887,Makassar,Pepaya,803,2025-04-07,Sedang,7,-5.1477,119.4327
2888,Makassar,Mangga,606,2025-04-22,Buruk,20,-5.1477,119.4327
2889,Makassar,Apel,641,2025-04-30,Sedang,28,-5.1477,119.4327
2890,Makassar,Durian,647,2025-04-27,Sedang,36,-5.1477,119.4327
2891,Makassar,Pisang,318,2025-04-12,Sedang,11,-5.1477,119.4327
2892,Makassar,Rambutan,925,2025-04-17,Bagus,13,-5.1477,119.4327
2893,Makassar,Mangga,472,2025-04-01,Bagus,15,-5.1477,119.4327
2894,Makassar,Mangga,744,2025-04-24,Buruk,20,-5.1477,119.4327
2895,Makassar,Apel,825,2025-04-30,Buruk,21,-5.1477,119.4327
2896,Makassar,Jeruk,900,2025-04-13,Buruk,22,-5.1477,119.4327
2897,Makassar,Pisang,934,2025-04-18,Bagus,11,-5.1477,119.4327
2898,Makassar,Mangga,334,2025-04-03,Bagus,19,-5.1477,119.4327
2899,Makassar,Mangga,281,2025-04-16,Bagus,16,-5.1477,119.4327
2900,Makassar,Jeruk,466,2025-04-28,Buruk,21,-5.1477,119.4327
2901,Makassar,Rambutan,384,2025-04-04,Bagus,15,-5.1477,119.4327
2902,Makassar,Jeruk,346,2025-04-20,Sedang,20,-5.1477,119.4327
2903,Makassar,Pisang,426,2025-04-02,Buruk,14,-5.1477,119.4327
2904,Makassar,Durian,487,2025-04-09,Bagus,42,-5.1477,119.4327
2905,Makassar,Pepaya,479,2025-04-25,Bagus,8,-5.1477,119.4327
2906,Makassar,Pisang,458,2025-04-04,Sedang,10,-5.1477,119.4327
2907,Makassar,Rambutan,669,2025-04-03,Buruk,18,-5.1477,119.4327
2908,Makassar,Rambutan,924,2025-04-20,Buruk,12,-5.1477,119.4327
2909,Makassar,Rambutan,473,2025-04-09,Bagus,15,-5.1477,119.4327
2910,Makassar,Pisang,276,2025-04-01,Buruk,15,-5.1477,119.4327
2911,Makassar,Jeruk,964,2025-04-11,Sedang,21,-5.1477,119.4327
2912,Makassar,Mangga,413,2025-05-05,Sedang,16,-5.1477,119.4327
2913,Makassar,Apel,596,2025-04-04,Bagus,27,-5.1477,119.4327
2914,Makassar,Pisang,723,2025-04-18,Buruk,14,-5.1477,119.4327
2915,Makassar,Mangga,656,2025-04-11,Sedang,19,-5.1477,119.4327
2916,Makassar,Jeruk,880,2025-04-26,Buruk,19,-5.1477,119.4327
2917,Makassar,Pepaya,787,2025-04-01,Bagus,7,-5.1477,119.4327
2918,Makassar,Rambutan,797,2025-04-23,Bagus,13,-5.1477,119.4327
2919,Makassar,Durian,713,2025-04-05,Bagus,37,-5.1477,119.4327
2920,Makassar,Mangga,381,2025-04-05,Bagus,19,-5.1477,119.4327
2921,Makassar,Pisang,438,2025-04-23,Bagus,11,-5.1477,119.4327
2922,Makassar,Apel,782,2025-04-18,Sedang,27,-5.1477,119.4327
2923,Makassar,Apel,934,2025-04-14,Buruk,27,-5.1477,119.4327
2924,Makassar,Mangga,626,2025-04-16,Sedang,19,-5.1477,119.4327
2925,Makassar,Jeruk,921,2025-04-18,Buruk,22,-5.1477,119.4327
2926,Makassar,Pisang,922,2025-04-26,Buruk,14,-5.1477,119.4327
2927,Makassar,Durian,468,2025-04-22,Bagus,38,-5.1477,119.4327
2928,Makassar,Apel,204,2025-04-18,Bagus,29,-5.1477,119.4327
2929,Makassar,Mangga,474,2025-04-19,Sedang,16,-5.1477,119.4327
2930,Makassar,Durian,537,2025-04-27,Sedang,42,-5.1477,119.4327
2931,Makassar,Pepaya,902,2025-04-11,Bagus,9,-5.1477,119.4327
2932,Makassar,Jeruk,827,2025-05-01,Bagus,18,-5.1477,119.4327
2933,Makassar,Rambutan,821,2025-05-01,Sedang,18,-5.1477,119.4327
2934,Makassar,Rambutan,878,2025-04-28,Buruk,13,-5.1477,119.4327
2935,Makassar,Durian,831,2025-05-01,Bagus,41,-5.1477,119.4327
2936,Makassar,Mangga,631,2025-04-06,Sedang,17,-5.1477,119.4327
2937,Makassar,Mangga,909,2025-04-29,Sedang,20,-5.1477,119.4327
2938,Makassar,Pisang,859,2025-04-05,Bagus,11,-5.1477,119.4327
2939,Makassar,Pisang,986,2025-04-13,Sedang,11,-5.1477,119.4327
2940,Makassar,Jeruk,926,2025-04-02,Bagus,21,-5.1477,119.4327
2941,Makassar,Rambutan,937,2025-04-06,Sedang,17,-5.1477,119.4327
2942,Makassar,Pisang,299,2025-05-03,Bagus,11,-5.1477,119.4327
2943,Makassar,Pisang,201,2025-04-18,Buruk,15,-5.1477,119.4327
2944,Makassar,Mangga,436,2025-04-20,Bagus,19,-5.1477,119.4327
2945,Makassar,Pisang,295,2025-04-25,Bagus,10,-5.1477,119.4327
2946,Makassar,Jeruk,1000,2025-04-27,Sedang,18,-5.1477,119.4327
2947,Makassar,Pisang,209,2025-04-01,Buruk,15,-5.1477,119.4327
2948,Makassar,Pisang,391,2025-04-03,Bagus,13,-5.1477,119.4327
2949,Makassar,Pisang,757,2025-04-23,Buruk,12,-5.1477,119.4327
2950,Makassar,Pepaya,565,2025-05-03,Buruk,8,-5.1477,119.4327
2951,Makassar,Durian,347,2025-04-08,Sedang,43,-5.1477,119.4327
2952,Makassar,Mangga,979,2025-05-03,Buruk,19,-5.1477,119.4327
2953,Makassar,Rambutan,301,2025-04-04,Sedang,13,-5.1477,119.4327
2954,Makassar,Apel,682,2025-04-28,Sedang,22,-5.1477,119.4327
2955,Makassar,Pisang,552,2025-05-04,Bagus,13,-5.1477,119.4327
2956,Makassar,Pisang,749,2025-04-12,Bagus,10,-5.1477,119.4327
2957,Makassar,Pepaya,629,2025-05-02,Sedang,9,-5.1477,119.4327
2958,Makassar,Pepaya,636,2025-04-17,Bagus,9,-5.1477,119.4327
2959,Makassar,Pepaya,605,2025-04-26,Sedang,9,-5.1477,119.4327
2960,Makassar,Durian,828,2025-04-06,Buruk,45,-5.1477,119.4327
2961,Makassar,Rambutan,291,2025-04-17,Buruk,16,-5.1477,119.4327
2962,Makassar,Pepaya,875,2025-04-11,Bagus,7,-5.1477,119.4327
2963,Makassar,Pisang,383,2025-04-12,Bagus,13,-5.1477,119.4327
2964,Makassar,Mangga,990,2025-04-03,Sedang,18,-5.1477,119.4327
2965,Makassar,Pisang,826,2025-04-22,Buruk,13,-5.1477,119.4327
2966,Makassar,Mangga,742,2025-04-27,Sedang,16,-5.1477,119.4327
2967,Makassar,Rambutan,799,2025-04-29,Sedang,18,-5.1477,119.4327
2968,Makassar,Durian,920,2025-04-28,Sedang,42,-5.1477,119.4327
2969,Makassar,Mangga,799,2025-04-02,Sedang,20,-5.1477,119.4327
2970,Makassar,Pepaya,953,2025-04-10,Buruk,9,-5.1477,119.4327
2971,Makassar,Rambutan,850,2025-04-06,Sedang,18,-5.1477,119.4327
2972,Makassar,Jeruk,983,2025-05-01,Sedang,21,-5.1477,119.4327
2973,Makassar,Durian,616,2025-04-14,Buruk,40,-5.1477,119.4327
2974,Makassar,Pepaya,235,2025-04-04,Sedang,7,-5.1477,119.4327
2975,Makassar,Rambutan,608,2025-05-05,Buruk,12,-5.1477,119.4327
2976,Makassar,Pepaya,452,2025-04-10,Sedang,9,-5.1477,119.4327
2977,Makassar,Pisang,252,2025-04-16,Buruk,15,-5.1477,119.4327
2978,Makassar,Pisang,312,2025-04-30,Sedang,14,-5.1477,119.4327
2979,Makassar,Mangga,346,2025-04-18,Bagus,16,-5.1477,119.4327
2980,Makassar,Pepaya,922,2025-04-17,Bagus,8,-5.1477,119.4327
2981,Makassar,Apel,236,2025-05-05,Sedang,30,-5.1477,119.4327
2982,Makassar,Pisang,528,2025-04-10,Sedang,14,-5.1477,119.4327
2983,Makassar,Mangga,871,2025-04-08,Buruk,19,-5.1477,119.4327
2984,Makassar,Pisang,214,2025-04-11,Sedang,14,-5.1477,119.4327
2985,Makassar,Durian,304,2025-04-13,Buruk,40,-5.1477,119.4327
2986,Makassar,Durian,238,2025-05-01,Sedang,35,-5.1477,119.4327
2987,Makassar,Apel,342,2025-04-03,Bagus,22,-5.1477,119.4327
2988,Makassar,Mangga,594,2025-05-02,Sedang,19,-5.1477,119.4327
2989,Makassar,Apel,579,2025-04-19,Bagus,26,-5.1477,119.4327
2990,Makassar,Apel,219,2025-04-29,Bagus,28,-5.1477,119.4327
2991,Makassar,Durian,812,2025-05-03,Bagus,45,-5.1477,119.4327
2992,Makassar,Durian,640,2025-04-08,Buruk,40,-5.1477,119.4327
2993,Makassar,Apel,825,2025-04-28,Sedang,20,-5.1477,119.4327
2994,Makassar,Apel,684,2025-04-23,Bagus,27,-5.1477,119.4327
2995,Makassar,Rambutan,321,2025-04-29,Sedang,14,-5.1477,119.4327
2996,Makassar,Rambutan,510,2025-04-04,Sedang,17,-5.1477,119.4327
2997,Makassar,Rambutan,432,2025-04-29,Sedang,12,-5.1477,119.4327
2998,Makassar,Mangga,502,2025-04-03,Buruk,20,-5.1477,119.4327
2999,Makassar,Apel,674,2025-04-14,Bagus,25,-5.1477,119.4327
3000,Makassar,Pisang,529,2025-04-17,Sedang,14,-5.1477,119.4327
3001,Makassar,Rambutan,268,2025-04-15,Sedang,18,-5.1477,119.4327
3002,Makassar,Pisang,744,2025-05-03,Bagus,13,-5.1477,119.4327
3003,Makassar,Rambutan,658,2025-04-06,Buruk,18,-5.1477,119.4327
3004,Makassar,Pisang,364,2025-04-03,Buruk,10,-5.1477,119.4327
3005,Makassar,Pepaya,942,2025-04-18,Buruk,10,-5.1477,119.4327
3006,Makassar,Mangga,319,2025-04-08,Buruk,15,-5.1477,119.4327
3007,Makassar,Pepaya,235,2025-04-12,Sedang,7,-5.1477,119.4327
3008,Makassar,Jeruk,433,2025-04-03,Sedang,19,-5.1477,119.4327
3009,Makassar,Pisang,848,2025-05-04,Bagus,15,-5.1477,119.4327
3010,Makassar,Durian,787,2025-04-05,Bagus,41,-5.1477,119.4327
3011,Makassar,Pisang,490,2025-04-30,Buruk,15,-5.1477,119.4327
3012,Makassar,Jeruk,722,2025-04-08,Sedang,21,-5.1477,119.4327
3013,Makassar,Rambutan,916,2025-04-24,Bagus,15,-5.1477,119.4327
3014,Makassar,Pisang,939,2025-04-07,Buruk,11,-5.1477,119.4327
3015,Makassar,Durian,805,2025-04-28,Bagus,36,-5.1477,119.4327
3016,Makassar,Pepaya,471,2025-04-24,Bagus,8,-5.1477,119.4327
3017,Makassar,Pisang,915,2025-04-30,Buruk,11,-5.1477,119.4327
3018,Makassar,Rambutan,840,2025-04-05,Bagus,13,-5.1477,119.4327
3019,Makassar,Pepaya,629,2025-04-01,Sedang,10,-5.1477,119.4327
3020,Makassar,Jeruk,670,2025-05-05,Bagus,22,-5.1477,119.4327
3021,Makassar,Pisang,281,2025-04-25,Buruk,15,-5.1477,119.4327
3022,Makassar,Mangga,727,2025-04-06,Sedang,16,-5.1477,119.4327
3023,Makassar,Apel,825,2025-04-18,Buruk,21,-5.1477,119.4327
3024,Makassar,Pisang,975,2025-05-02,Sedang,13,-5.1477,119.4327
3025,Makassar,Jeruk,780,2025-04-14,Sedang,18,-5.1477,119.4327
3026,Makassar,Apel,496,2025-04-04,Buruk,21,-5.1477,119.4327
3027,Makassar,Durian,541,2025-04-13,Bagus,45,-5.1477,119.4327
3028,Makassar,Pisang,267,2025-04-05,Sedang,12,-5.1477,119.4327
3029,Makassar,Durian,759,2025-04-24,Bagus,38,-5.1477,119.4327
3030,Makassar,Pepaya,346,2025-04-20,Bagus,8,-5.1477,119.4327
3031,Makassar,Pepaya,403,2025-04-03,Sedang,8,-5.1477,119.4327
3032,Makassar,Rambutan,471,2025-05-05,Buruk,18,-5.1477,119.4327
3033,Makassar,Pisang,959,2025-04-28,Sedang,14,-5.1477,119.4327
3034,Makassar,Durian,207,2025-05-05,Bagus,43,-5.1477,119.4327
3035,Makassar,Rambutan,980,2025-05-02,Bagus,15,-5.1477,119.4327
3036,Makassar,Durian,960,2025-04-07,Sedang,35,-5.1477,119.4327
3037,Makassar,Pisang,785,2025-04-01,Bagus,15,-5.1477,119.4327
3038,Makassar,Apel,781,2025-04-15,Bagus,27,-5.1477,119.4327
3039,Makassar,Durian,231,2025-04-20,Bagus,43,-5.1477,119.4327
3040,Makassar,Pisang,369,2025-04-19,Bagus,12,-5.1477,119.4327
3041,Makassar,Mangga,366,2025-04-03,Buruk,16,-5.1477,119.4327
3042,Makassar,Durian,648,2025-04-02,Bagus,40,-5.1477,119.4327
3043,Makassar,Durian,630,2025-05-04,Bagus,38,-5.1477,119.4327
3044,Makassar,Rambutan,341,2025-05-05,Bagus,18,-5.1477,119.4327
3045,Makassar,Durian,318,2025-04-08,Bagus,42,-5.1477,119.4327
3046,Makassar,Durian,831,2025-04-12,Sedang,38,-5.1477,119.4327
3047,Makassar,Jeruk,977,2025-05-02,Buruk,21,-5.1477,119.4327
3048,Makassar,Mangga,350,2025-04-01,Sedang,17,-5.1477,119.4327
3049,Makassar,Apel,880,2025-04-07,Buruk,30,-5.1477,119.4327
3050,Makassar,Pisang,473,2025-04-20,Buruk,14,-5.1477,119.4327
3051,Makassar,Jeruk,950,2025-04-27,Bagus,19,-5.1477,119.4327
3052,Makassar,Rambutan,760,2025-04-15,Buruk,16,-5.1477,119.4327
3053,Makassar,Pepaya,925,2025-04-16,Buruk,9,-5.1477,119.4327
3054,Makassar,Pepaya,608,2025-04-30,Sedang,7,-5.1477,119.4327
3055,Makassar,Pisang,710,2025-04-15,Bagus,12,-5.1477,119.4327
3056,Makassar,Durian,574,2025-04-20,Buruk,35,-5.1477,119.4327
3057,Makassar,Durian,305,2025-04-03,Buruk,43,-5.1477,119.4327
3058,Makassar,Jeruk,560,2025-04-06,Buruk,21,-5.1477,119.4327
3059,Makassar,Durian,261,2025-04-27,Bagus,42,-5.1477,119.4327
3060,Makassar,Apel,466,2025-04-09,Buruk,21,-5.1477,119.4327
3061,Makassar,Pepaya,275,2025-04-01,Buruk,8,-5.1477,119.4327
3062,Makassar,Apel,783,2025-04-22,Sedang,21,-5.1477,119.4327
3063,Makassar,Durian,654,2025-04-02,Buruk,38,-5.1477,119.4327
3064,Makassar,Rambutan,497,2025-04-30,Sedang,17,-5.1477,119.4327
3065,Makassar,Jeruk,941,2025-04-08,Buruk,18,-5.1477,119.4327
3066,Makassar,Mangga,222,2025-04-14,Bagus,18,-5.1477,119.4327
3067,Makassar,Pisang,203,2025-04-02,Buruk,11,-5.1477,119.4327
3068,Makassar,Rambutan,933,2025-04-22,Sedang,15,-5.1477,119.4327
3069,Makassar,Durian,975,2025-04-16,Buruk,40,-5.1477,119.4327
3070,Makassar,Pepaya,922,2025-04-16,Bagus,10,-5.1477,119.4327
3071,Makassar,Pepaya,386,2025-04-30,Sedang,7,-5.1477,119.4327
3072,Makassar,Pepaya,886,2025-04-29,Sedang,7,-5.1477,119.4327
3073,Makassar,Pisang,863,2025-04-19,Buruk,11,-5.1477,119.4327
3074,Makassar,Pisang,398,2025-05-03,Sedang,10,-5.1477,119.4327
3075,Makassar,Pisang,418,2025-04-16,Buruk,13,-5.1477,119.4327
3076,Makassar,Jeruk,956,2025-04-09,Sedang,19,-5.1477,119.4327
3077,Makassar,Rambutan,938,2025-05-03,Sedang,12,-5.1477,119.4327
3078,Makassar,Pisang,750,2025-04-04,Bagus,14,-5.1477,119.4327
3079,Makassar,Apel,669,2025-04-29,Sedang,25,-5.1477,119.4327
3080,Makassar,Apel,202,2025-05-04,Buruk,20,-5.1477,119.4327
3081,Makassar,Apel,444,2025-04-02,Bagus,22,-5.1477,119.4327
3082,Makassar,Pepaya,699,2025-04-12,Sedang,7,-5.1477,119.4327
3083,Makassar,Rambutan,256,2025-04-07,Bagus,17,-5.1477,119.4327
3084,Makassar,Pisang,510,2025-04-30,Bagus,11,-5.1477,119.4327
3085,Makassar,Jeruk,691,2025-04-07,Buruk,19,-5.1477,119.4327
3086,Makassar,Jeruk,964,2025-04-09,Buruk,18,-5.1477,119.4327
3087,Makassar,Pisang,820,2025-04-05,Sedang,15,-5.1477,119.4327
3088,Makassar,Mangga,555,2025-05-04,Bagus,20,-5.1477,119.4327
3089,Makassar,Pepaya,925,2025-04-29,Sedang,9,-5.1477,119.4327
3090,Makassar,Jeruk,491,2025-04-12,Sedang,19,-5.1477,119.4327
3091,Makassar,Pisang,534,2025-04-25,Bagus,13,-5.1477,119.4327
3092,Makassar,Pepaya,757,2025-04-06,Buruk,7,-5.1477,119.4327
3093,Makassar,Apel,877,2025-04-05,Bagus,24,-5.1477,119.4327
3094,Makassar,Mangga,459,2025-04-08,Buruk,20,-5.1477,119.4327
3095,Makassar,Pisang,982,2025-05-03,Buruk,13,-5.1477,119.4327
3096,Makassar,Durian,923,2025-04-19,Bagus,35,-5.1477,119.4327
3097,Makassar,Mangga,713,2025-05-02,Sedang,20,-5.1477,119.4327
3098,Makassar,Pisang,353,2025-04-21,Buruk,12,-5.1477,119.4327
3099,Makassar,Pepaya,623,2025-04-22,Sedang,9,-5.1477,119.4327
3100,Makassar,Mangga,739,2025-04-27,Buruk,15,-5.1477,119.4327
3101,Makassar,Jeruk,681,2025-04-09,Sedang,18,-5.1477,119.4327
3102,Makassar,Durian,819,2025-04-28,Sedang,37,-5.1477,119.4327
3103,Makassar,Jeruk,941,2025-04-17,Bagus,19,-5.1477,119.4327
3104,Makassar,Pepaya,299,2025-04-10,Sedang,9,-5.1477,119.4327
3105,Makassar,Durian,484,2025-04-23,Buruk,35,-5.1477,119.4327
3106,Makassar,Apel,928,2025-04-13,Sedang,28,-5.1477,119.4327
3107,Makassar,Durian,757,2025-04-09,Sedang,35,-5.1477,119.4327
3108,Makassar,Rambutan,467,2025-04-21,Buruk,17,-5.1477,119.4327
3109,Makassar,Apel,665,2025-04-21,Bagus,25,-5.1477,119.4327
3110,Makassar,Pepaya,824,2025-04-25,Buruk,7,-5.1477,119.4327
3111,Makassar,Mangga,347,2025-04-24,Sedang,15,-5.1477,119.4327
3112,Makassar,Pisang,972,2025-04-14,Bagus,10,-5.1477,119.4327
3113,Makassar,Durian,684,2025-04-24,Bagus,42,-5.1477,119.4327
3114,Makassar,Apel,618,2025-04-04,Buruk,20,-5.1477,119.4327
3115,Makassar,Rambutan,600,2025-05-03,Bagus,13,-5.1477,119.4327
3116,Makassar,Mangga,214,2025-04-19,Buruk,18,-5.1477,119.4327
3117,Makassar,Rambutan,614,2025-04-06,Bagus,15,-5.1477,119.4327
3118,Makassar,Pepaya,851,2025-04-13,Bagus,10,-5.1477,119.4327
3119,Makassar,Pepaya,608,2025-04-06,Sedang,9,-5.1477,119.4327
3120,Makassar,Rambutan,330,2025-04-28,Buruk,16,-5.1477,119.4327
3121,Makassar,Apel,225,2025-04-26,Bagus,24,-5.1477,119.4327
3122,Makassar,Apel,813,2025-04-04,Bagus,27,-5.1477,119.4327
3123,Makassar,Jeruk,675,2025-04-27,Buruk,21,-5.1477,119.4327
3124,Makassar,Apel,880,2025-04-07,Bagus,26,-5.1477,119.4327
3125,Makassar,Mangga,225,2025-05-03,Bagus,16,-5.1477,119.4327
3126,Makassar,Jeruk,648,2025-04-01,Bagus,19,-5.1477,119.4327
3127,Makassar,Mangga,866,2025-04-03,Sedang,16,-5.1477,119.4327
3128,Makassar,Durian,913,2025-04-08,Buruk,35,-5.1477,119.4327
3129,Makassar,Apel,888,2025-04-21,Sedang,28,-5.1477,119.4327
3130,Makassar,Apel,681,2025-04-25,Bagus,30,-5.1477,119.4327
3131,Makassar,Apel,430,2025-04-03,Bagus,23,-5.1477,119.4327
3132,Makassar,Rambutan,809,2025-04-10,Bagus,16,-5.1477,119.4327
3133,Makassar,Pepaya,247,2025-04-21,Sedang,9,-5.1477,119.4327
3134,Makassar,Rambutan,318,2025-05-05,Sedang,13,-5.1477,119.4327
3135,Makassar,Apel,552,2025-04-17,Bagus,24,-5.1477,119.4327
3136,Makassar,Mangga,601,2025-04-26,Bagus,15,-5.1477,119.4327
3137,Makassar,Jeruk,231,2025-05-04,Buruk,21,-5.1477,119.4327
3138,Makassar,Rambutan,412,2025-04-14,Bagus,14,-5.1477,119.4327
3139,Makassar,Jeruk,550,2025-04-30,Buruk,20,-5.1477,119.4327
3140,Makassar,Jeruk,910,2025-04-03,Bagus,19,-5.1477,119.4327
3141,Makassar,Mangga,754,2025-04-29,Sedang,20,-5.1477,119.4327
3142,Makassar,Apel,566,2025-04-30,Buruk,27,-5.1477,119.4327
3143,Makassar,Mangga,222,2025-04-29,Buruk,16,-5.1477,119.4327
3144,Makassar,Rambutan,932,2025-04-20,Buruk,16,-5.1477,119.4327
3145,Makassar,Jeruk,446,2025-04-26,Buruk,21,-5.1477,119.4327
3146,Makassar,Pisang,970,2025-04-19,Bagus,11,-5.1477,119.4327
